Cricinfo_id,AWARDS,awards_telugu
41762,nan,
41601,nan,
822485,nan,
42025,nan,
41273,nan,
41332,nan,
547089,nan,
55055,nan,
241354,nan,
392388,nan,
41933,nan,
41301,nan,
41978,nan,
497026,nan,
41278,nan,
41292,nan,
41280,nan,
259411,nan,
41324,nan,
654261,nan,
260520,nan,
498378,nan,
41260,nan,
42038,nan,
686661,nan,
41294,nan,
290948,nan,
41496,nan,
41348,nan,
41919,"['Wisden Cricketer of the Year 1970', 'Walter Lawrence Trophy 1972']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1970,, వాల్టర్ లారెన్స్ ట్రోఫీ 1972"
361850,nan,
41997,nan,
41914,nan,
41421,nan,
41291,nan,
41295,nan,
41899,nan,
41557,nan,
41270,nan,
41519,nan,
41262,nan,
395002,nan,
323389,nan,
761027,nan,
42023,nan,
790357,nan,
555448,nan,
716779,nan,
788843,nan,
41478,nan,
41452,nan,
41276,nan,
41979,nan,
41378,nan,
227771,nan,
316311,nan,
941795,nan,
594395,nan,
41963,nan,
41263,nan,
1158175,nan,
41411,nan,
316380,nan,
41314,nan,
327846,nan,
318789,nan,
41515,nan,
54992,nan,
41343,nan,
41259,nan,
232490,nan,
41318,['Wisden Cricketer of the Year 1963'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1963
535412,nan,
54994,nan,
436751,nan,
41306,nan,
41429,nan,
424236,nan,
394847,nan,
41261,nan,
42039,nan,
41826,nan,
1072472,nan,
41316,"['Wisden Cricketer of the Year 1997', 'PCA Player of the Year 2003']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1997,, పి.సీ.ఏ. ప్లేయర్ ఆఫ్ ది ఇయర్ 2003"
270329,nan,
556706,nan,
430012,nan,
389666,nan,
41284,nan,
348148,nan,
41275,nan,
41434,nan,
1158099,nan,
351077,nan,
41282,nan,
916575,nan,
681057,nan,
41285,nan,
41313,nan,
41327,nan,
273847,nan,
533972,nan,
41481,nan,
41299,nan,
496764,nan,
273685,nan,
41309,nan,
1185538,nan,
41264,nan,
41558,nan,
448236,nan,
387886,nan,
41272,nan,
440993,nan,
556684,nan,
41488,nan,
41347,nan,
42294,nan,
42062,nan,
42116,nan,
315227,nan,
42059,nan,
430782,nan,
1125059,nan,
343810,nan,
42047,nan,
788879,nan,
42317,nan,
273686,nan,
448247,nan,
315234,nan,
42272,nan,
238672,nan,
42237,nan,
1088164,nan,
42054,nan,
318001,nan,
42051,nan,
431880,nan,
42066,nan,
42061,nan,
1122069,nan,
42298,nan,
42044,nan,
42142,nan,
1158088,nan,
42052,nan,
226710,nan,
42068,nan,
42160,nan,
42129,nan,
361854,nan,
1072463,nan,
42041,nan,
42295,nan,
229226,nan,
42173,nan,
42099,nan,
42070,nan,
238752,nan,
54997,nan,
42069,nan,
333355,nan,
318802,nan,
222853,nan,
705147,nan,
42071,nan,
42057,nan,
42304,nan,
272324,nan,
42321,nan,
317262,nan,
224856,nan,
42309,nan,
361838,nan,
42049,nan,
42161,nan,
941803,nan,
318783,nan,
42055,nan,
42064,nan,
498387,nan,
443367,nan,
208269,nan,
1060785,nan,
941777,nan,
1126059,nan,
42323,nan,
343304,nan,
43711,nan,
42325,nan,
42324,nan,
42326,nan,
220670,nan,
42362,nan,
42383,nan,
42414,nan,
1185475,nan,
594373,nan,
42433,nan,
232486,nan,
42426,nan,
232489,nan,
42430,nan,
42428,nan,
42590,nan,
343548,nan,
497032,nan,
42439,nan,
361982,nan,
260389,nan,
322219,nan,
55007,nan,
1144881,nan,
42494,nan,
1122299,nan,
448243,nan,
323244,nan,
42463,nan,
42572,nan,
962107,nan,
387887,nan,
42459,nan,
42420,nan,
42423,nan,
42479,nan,
42484,nan,
42421,nan,
321141,nan,
42487,nan,
42498,nan,
42486,nan,
384517,nan,
392285,nan,
286653,nan,
42469,nan,
1092313,nan,
438775,nan,
42495,nan,
344318,nan,
42497,nan,
43264,nan,
1174551,nan,
327650,nan,
42603,nan,
1204917,nan,
42661,nan,
42730,nan,
789179,nan,
42835,nan,
43241,nan,
222478,nan,
42647,nan,
42671,nan,
42610,nan,
55017,nan,
42634,nan,
42879,nan,
42893,nan,
485440,nan,
370846,nan,
42645,nan,
647785,nan,
395503,nan,
43265,nan,
512194,nan,
42643,nan,
547079,nan,
43252,nan,
55009,nan,
43238,nan,
42605,['Wisden Cricketer of the Year 1997'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1997
276711,nan,
436082,nan,
43268,nan,
317248,nan,
42875,nan,
477555,nan,
317252,nan,
396243,nan,
1062813,nan,
43196,nan,
392294,nan,
42664,nan,
500733,nan,
42884,nan,
781261,nan,
42889,nan,
385060,nan,
42660,nan,
483252,nan,
42623,['Wisden Cricketer of the Year 1988'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1988
227760,nan,
318715,nan,
42599,nan,
42681,nan,
42630,nan,
43161,nan,
55003,nan,
42608,nan,
42737,nan,
42624,nan,
532424,nan,
43216,nan,
553467,nan,
42849,nan,
42632,nan,
681801,nan,
42788,nan,
43122,nan,
42655,nan,
317157,nan,
42611,nan,
42657,nan,
42744,nan,
42839,nan,
439582,nan,
1072470,nan,
42699,nan,
43235,nan,
42636,nan,
42652,nan,
42794,nan,
42600,nan,
42684,nan,
42601,['Tasmania first-class career span: 1974-75'],తస్మానియా ఫస్ట్-క్లాస్ క్యారీర్ స్పాన్: 1974-75
920329,nan,
277544,nan,
220394,nan,
448964,nan,
42628,['Wisden Cricketer of the Year 2000'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2000
42644,nan,
42781,nan,
511868,nan,
317219,nan,
220668,nan,
922943,nan,
270402,nan,
42650,nan,
42648,nan,
790377,nan,
55001,nan,
935845,nan,
424238,nan,
227762,nan,
42607,"['Uncle of Arshad Laiq (UAE) and Ather Laiq (Pak B, Pak u-19s)']","ఉంకిల్ ఆఫ్ అర్షాద్ లైక్ (ఉఉయే) అండ్ అథెర్ లైక్ (పాక్ బి, పాక్ అండర్ -19స్)"
361841,nan,
42706,nan,
922967,nan,
42637,nan,
42669,nan,
42888,nan,
42615,nan,
42616,nan,
42814,nan,
652687,nan,
42719,nan,
547085,nan,
922947,nan,
42612,nan,
43266,nan,
208264,nan,
42606,nan,
42641,nan,
681107,nan,
308425,nan,
42658,nan,
317260,nan,
42678,nan,
42904,nan,
233901,nan,
42646,nan,
1203995,nan,
288216,nan,
567523,nan,
42683,nan,
42694,nan,
547095,nan,
42821,nan,
42639,nan,
42620,nan,
362356,nan,
42626,nan,
1204960,nan,
1062812,nan,
220673,nan,
42796,nan,
43306,nan,
43296,nan,
43270,nan,
43275,nan,
43271,nan,
395296,nan,
43308,nan,
43325,nan,
43409,nan,
824159,nan,
281384,nan,
43307,nan,
396615,nan,
43277,nan,
43272,nan,
43363,nan,
43335,nan,
43273,nan,
43279,nan,
520366,nan,
220656,nan,
43364,nan,
384528,nan,
43484,nan,
43441,nan,
43368,nan,
480037,nan,
43359,nan,
43527,nan,
794521,nan,
43494,nan,
43511,nan,
55104,nan,
260519,nan,
697279,nan,
647667,nan,
43534,nan,
594392,nan,
430783,nan,
43533,nan,
594387,nan,
280717,nan,
43524,['ICC Twenty20 International Performance of the Year 2013'],ఐ.సీ.సీ. ట్వెంటి20 ఇంటర్నేషనల్ పెర్ఫర్‌ఫాన్‌మాన్స్ ఆఫ్ ది ఇయర్ 2013
488510,nan,
43536,nan,
598896,nan,
43509,nan,
448968,nan,
1159911,nan,
793429,nan,
1072473,nan,
317273,nan,
288211,nan,
316313,nan,
348152,nan,
429122,nan,
43579,nan,
43550,nan,
43547,['Wisden Cricketer of the Year 1993'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1993
43553,nan,
542405,nan,
43557,nan,
43596,nan,
43593,nan,
43543,['Wisden Cricketer of the Year 1992'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1992
43549,nan,
395301,nan,
43559,nan,
43544,nan,
496763,nan,
681805,nan,
456403,nan,
43539,nan,
681095,nan,
1158534,nan,
43570,nan,
397036,nan,
533561,nan,
43590,nan,
43551,nan,
43541,nan,
605396,nan,
43685,nan,
43648,nan,
43683,nan,
43656,nan,
43652,nan,
43670,nan,
233904,nan,
43690,nan,
43654,nan,
43749,nan,
43860,nan,
43769,nan,
43697,nan,
433614,nan,
43750,nan,
43695,['Wisden Cricketer of the Year 1972'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1972
222848,nan,
348154,nan,
43878,nan,
520183,nan,
43704,nan,
395541,nan,
556917,nan,
43871,nan,
43814,nan,
43693,nan,
260518,nan,
43701,nan,
290739,nan,
43772,nan,
322224,nan,
681403,nan,
438774,nan,
395297,nan,
316398,nan,
43700,nan,
793413,nan,
43703,nan,
43692,nan,
43869,nan,
43766,nan,
43706,nan,
43696,nan,
55015,nan,
43872,nan,
456405,nan,
322419,nan,
43707,nan,
1175053,nan,
568255,nan,
786645,nan,
786921,nan,
48133,nan,
945063,nan,
322122,nan,
1028657,nan,
48274,nan,
54742,nan,
693975,nan,
48118,nan,
1070065,nan,
48117,nan,
429763,nan,
1072453,nan,
1070079,nan,
658681,nan,
48124,nan,
48271,nan,
1174133,nan,
48157,nan,
48120,nan,
48236,nan,
48278,nan,
48130,nan,
48150,nan,
319698,nan,
319743,nan,
413132,nan,
48281,nan,
48142,nan,
429748,nan,
48186,nan,
784367,nan,
925861,nan,
48264,nan,
414082,nan,
318853,nan,
336657,nan,
48230,nan,
790635,nan,
48116,nan,
1130455,nan,
786923,nan,
48266,nan,
48139,nan,
48122,nan,
266740,nan,
414497,nan,
1082292,nan,
362079,nan,
360451,nan,
786639,nan,
623631,nan,
271346,nan,
629075,nan,
224307,nan,
48298,nan,
545009,nan,
958691,nan,
1028663,nan,
54768,nan,
48284,"['Played four years representing Kalutara Vidyalaya', 'Represents N.C.C in Division I Cricket']","ప్లేయడ్ ఫర్ ఎర్స్ రెప్రెప్రెసెంటింగ్ కలుతర విద్యాలయ,, రెప్రెప్రెంట్స్ ఎన్.సీ.సీ. ఇన్ డివిజన్ ఐ. క్రికెట్"
48290,nan,
48367,nan,
1173758,nan,
366421,nan,
331825,nan,
222929,nan,
48332,nan,
48302,nan,
48351,nan,
225579,nan,
48387,nan,
48421,nan,
300628,nan,
48415,nan,
364985,nan,
48369,nan,
212753,nan,
1028653,nan,
858925,nan,
681949,nan,
1027867,nan,
552152,nan,
48419,nan,
1137722,nan,
386509,nan,
232180,nan,
1175296,nan,
550432,nan,
361010,nan,
48498,nan,
48540,nan,
927631,nan,
1130877,nan,
360346,nan,
48506,nan,
48460,nan,
48467,nan,
1210902,nan,
48739,nan,
282184,nan,
499596,nan,
1162381,nan,
48485,nan,
48453,nan,
48445,nan,
48476,nan,
1135787,nan,
48447,nan,
727289,nan,
48763,nan,
428358,nan,
48457,nan,
48761,nan,
48456,nan,
361013,nan,
48446,nan,
48458,nan,
48710,nan,
48473,nan,
386275,nan,
810655,nan,
1135073,nan,
268960,nan,
48509,nan,
48470,nan,
792587,nan,
1170120,nan,
48723,nan,
843893,nan,
430583,nan,
48469,['ICC Umpire of the Year 2012'],ఐ.సీ.సీ. ఉంపైర్ ఆఫ్ ది ఇయర్ 2012
48726,nan,
48597,nan,
1070084,nan,
54778,nan,
48450,nan,
48474,nan,
557764,nan,
48449,nan,
923703,nan,
48454,nan,
48748,nan,
429754,nan,
931015,nan,
801825,nan,
48487,nan,
320373,nan,
362956,nan,
1057684,nan,
48755,nan,
1070038,nan,
807469,nan,
1087966,nan,
371451,nan,
467612,nan,
1077424,nan,
1153148,nan,
574178,nan,
48502,nan,
465793,nan,
629077,nan,
48648,nan,
48599,nan,
1174244,nan,
1173855,nan,
48492,nan,
324355,nan,
48516,nan,
267101,nan,
48671,nan,
422876,nan,
598707,nan,
48601,nan,
345825,nan,
415538,nan,
360581,nan,
710433,nan,
223611,nan,
48582,nan,
821567,nan,
48462,['Wisden Cricketer of the Year 1996'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1996
427406,nan,
359643,nan,
48472,['ICC Twenty20 International Performance of the Year 2009'],ఐ.సీ.సీ. ట్వెంటి20 ఇంటర్నేషనల్ పెర్ఫర్‌ఫాన్‌మాన్స్ ఆఫ్ ది ఇయర్ 2009
225616,nan,
48679,nan,
859793,nan,
1073605,nan,
54840,nan,
784379,nan,
360315,nan,
48725,nan,
273493,nan,
361053,nan,
48766,nan,
48480,nan,
1173901,nan,
596304,nan,
952635,nan,
1070068,nan,
48465,nan,
1075846,nan,
320381,nan,
596303,nan,
48772,nan,
48801,nan,
48775,nan,
319697,nan,
429275,nan,
414677,nan,
415861,nan,
848109,nan,
1077441,nan,
48768,nan,
267414,nan,
1138538,nan,
1071650,nan,
1070060,nan,
949991,nan,
222220,nan,
599035,nan,
48813,nan,
48865,nan,
48807,nan,
330292,nan,
279754,nan,
470085,nan,
324358,nan,
695007,nan,
786925,nan,
1130465,nan,
48982,nan,
1173756,nan,
48850,nan,
222218,nan,
952339,nan,
48826,nan,
48842,nan,
48803,nan,
281981,nan,
48848,nan,
48967,nan,
48852,nan,
48863,nan,
494848,nan,
784369,nan,
366420,nan,
48868,nan,
1133648,nan,
629080,nan,
653031,nan,
790629,nan,
1074333,nan,
54765,nan,
362076,nan,
48804,nan,
366725,nan,
1126045,nan,
48808,nan,
56168,nan,
48961,nan,
48838,nan,
1174865,nan,
54748,nan,
48840,nan,
322160,nan,
362107,nan,
48809,nan,
48958,nan,
48844,nan,
48983,nan,
371194,nan,
48905,nan,
48818,nan,
222924,nan,
1210292,nan,
227774,nan,
48936,nan,
48829,nan,
48835,nan,
568257,nan,
1082289,nan,
319711,nan,
300622,nan,
48833,nan,
48821,nan,
465783,nan,
48837,nan,
48881,nan,
49010,nan,
345821,nan,
49031,nan,
268845,nan,
320286,nan,
212759,nan,
623623,nan,
1132548,nan,
1210149,nan,
1138293,nan,
54783,nan,
413260,nan,
465789,nan,
335241,nan,
48995,nan,
49097,nan,
49002,nan,
49043,nan,
361376,nan,
1210293,nan,
48996,nan,
343282,nan,
413304,nan,
413274,nan,
49022,nan,
268702,nan,
465791,nan,
49018,nan,
1131782,nan,
1139939,nan,
945079,nan,
360456,nan,
49081,nan,
49118,nan,
48998,nan,
49003,nan,
49122,nan,
49112,nan,
49005,nan,
49008,nan,
422964,nan,
49107,nan,
792511,nan,
49028,nan,
48993,nan,
54817,nan,
49121,nan,
49109,nan,
49100,nan,
434724,nan,
49060,nan,
49025,nan,
49152,nan,
599365,nan,
49128,nan,
790641,nan,
342862,nan,
49181,nan,
49178,nan,
49130,nan,
49131,nan,
721041,nan,
49156,nan,
1174931,nan,
331534,nan,
952413,nan,
49125,"['Player of the Premier Tournament 2001-02, 2002-03, 2003-04']","ప్లేయర్ ఆఫ్ ది ప్రీమియర్ టోర్నమెంట్ 2001-02, 2002-03, 2003-04"
49135,nan,
51067,nan,
361390,nan,
51090,nan,
54759,nan,
1130490,nan,
51083,nan,
704693,nan,
54754,nan,
361057,nan,
451404,nan,
362895,nan,
51062,nan,
786919,nan,
971345,nan,
810175,nan,
790645,nan,
49337,nan,
1028665,nan,
365864,nan,
1070218,nan,
49206,nan,
422871,nan,
49238,nan,
413269,nan,
1130353,nan,
54770,nan,
49264,nan,
345820,nan,
49352,nan,
49330,nan,
49347,nan,
727399,nan,
429690,nan,
49212,nan,
301246,nan,
1183843,nan,
301871,nan,
49214,nan,
396568,nan,
429749,nan,
49305,nan,
1039545,nan,
729669,nan,
422965,nan,
49289,['ICC Spirit of Cricket Award 2013'],ఐ.సీ.సీ. స్పిరిట్ ఆఫ్ క్రికెట్ అవర్డ్ 2013
437318,nan,
49207,nan,
345822,nan,
213082,nan,
271306,nan,
415860,nan,
49332,nan,
49213,nan,
360458,nan,
49312,nan,
49236,"['Played three years for St. Sebastians College', 'Plays Division I Cricket for N.C.C.']","ప్లేయడ్ త్రీ ఎర్స్ ఫర్ స్ట్. సబస్టియన్స్ కాలేజ్,, ప్లేస్ డివిజన్ ఐ. క్రికెట్ ఫర్ న్.క్.క్."
49287,nan,
49342,nan,
49257,nan,
428166,nan,
49209,['Wisden Cricketer of the Year 1997'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1997
49344,nan,
49217,nan,
1174591,nan,
441253,nan,
49366,nan,
629078,nan,
268694,nan,
559077,nan,
49477,nan,
302362,nan,
49551,nan,
49356,nan,
346769,nan,
49374,nan,
631722,nan,
49495,nan,
49499,nan,
599030,nan,
54785,nan,
1027863,nan,
222923,nan,
272257,nan,
319702,nan,
784375,nan,
49550,nan,
631609,nan,
49400,nan,
557731,nan,
49410,nan,
49406,nan,
305511,nan,
380338,nan,
429779,nan,
49354,['Best Batsman of the Premier Tournament 2003-04'],బెస్ట్ బాట్స్మాన్ ఆఫ్ ది ప్రీమియర్ టోర్నమెంట్ 2003-04
49378,nan,
273484,nan,
848135,nan,
49397,nan,
1070083,nan,
362977,nan,
792529,nan,
361167,nan,
361168,nan,
49359,nan,
209457,nan,
49361,nan,
227772,nan,
1210071,nan,
360228,nan,
268798,nan,
49384,nan,
50438,nan,nan
821219,nan,
49479,nan,
49403,nan,
340004,nan,
429686,nan,
49394,"['Captain for Colts Cricket Club from 2003-04, 2004-05 and 2005-06']","క్యాప్టెన్ ఫర్ కాల్ట్స్ క్రికెట్ క్లబ్ ఫ్రామ్ 2003-04, 2004-05 అండ్ 2005-06"
49442,nan,
324492,nan,
49432,nan,
494838,nan,
273753,nan,
451378,nan,
49535,nan,
273756,nan,
49453,nan,
49363,nan,
49487,nan,
49364,nan,
465797,nan,
792955,nan,
385386,nan,
49532,nan,
49493,nan,
54750,nan,
49368,nan,
54854,nan,
623695,nan,
414504,nan,
49617,nan,
223613,nan,
429947,nan,
681681,nan,
1070036,nan,
1174153,nan,
273487,nan,
654297,nan,
821563,nan,
49552,nan,
1077063,nan,
54761,nan,
49598,nan,
54744,nan,
49557,nan,
49562,nan,
49555,nan,
49595,nan,
49621,nan,
414022,nan,
568256,nan,
808015,nan,
826689,nan,
272814,nan,
212763,nan,
1130467,nan,
792519,nan,
423957,nan,
49619,nan,
49554,nan,
49612,nan,
683389,nan,
1070156,nan,
1070042,nan,
415480,nan,
49636,['Wisden Cricketer of the Year 1999'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1999
49752,nan,
931019,nan,
301233,nan,
318759,nan,
49640,nan,
784373,nan,
282194,nan,
49679,nan,
336658,nan,
49740,nan,
380341,nan,
49624,nan,
1135071,nan,
49681,nan,
319710,nan,
763099,nan,
699483,nan,
596145,nan,
786653,nan,
629084,nan,
1174246,nan,
545000,nan,
1070063,nan,
49722,nan,
49647,nan,
49764,['Wisden Cricketer of the Year 2015'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2015
1043681,nan,
49638,nan,
1137745,nan,
49696,nan,
717349,nan,
629074,nan,
427195,nan,
793003,nan,
360450,nan,
596159,nan,
49623,nan,
49629,nan,
793309,nan,
1070047,nan,
49700,nan,
49658,nan,
493715,nan,
361387,nan,
49634,nan,
599032,nan,
49626,nan,
597173,nan,
1079827,nan,
420173,nan,
368427,nan,
1079831,nan,
49670,nan,
925357,nan,
49642,nan,
1070230,nan,
304735,nan,
268739,['ICC Emerging Player of the Year 2008'],ఐ.సీ.సీ. ఎమర్జింగ్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2008
49631,nan,
428366,nan,
49655,nan,
1075863,nan,
362892,nan,
1132555,nan,
1215038,nan,
557839,nan,
49758,nan,
1162436,nan,
49663,nan,
49661,nan,
49672,nan,
359615,nan,
49633,"['Played three years for Royal College, Colombo']","ప్లేయడ్ త్రీ ఎర్స్ ఫర్ రోయాల్ కాలేజ్, కొలంబో"
49652,nan,
533524,nan,
494262,nan,
49807,nan,
49778,nan,
324482,nan,
49825,nan,
1028655,nan,
320812,nan,
1130923,nan,
1077439,nan,
427177,nan,
268952,nan,
49822,nan,
413268,nan,
49843,nan,nan
49839,nan,
954537,nan,
49797,nan,
49767,nan,
1070149,nan,
859707,nan,
49834,nan,
681687,nan,
49769,nan,
49849,nan,
1175012,nan,
653033,nan,
429782,nan,
50118,nan,
50205,nan,
222920,nan,
50111,nan,
50151,nan,
50208,nan,
212764,nan,
50159,nan,
49938,nan,
49952,nan,
50163,nan,
49944,nan,
49950,nan,
233802,nan,
1070085,nan,
359624,nan,
958655,nan,
49884,nan,
324209,nan,
396565,nan,
823457,nan,
361056,nan,
49868,nan,
49985,nan,
341392,nan,
281881,nan,
50106,nan,
49889,nan,
429789,nan,
49852,nan,
50144,nan,
50125,nan,
304740,nan,
50235,nan,
49914,nan,
268744,nan,
623697,nan,
50063,nan,
50068,nan,
1152432,nan,
821573,nan,
49934,nan,
50181,nan,
49898,nan,
568253,nan,
50184,nan,
345831,nan,
324491,nan,
226067,nan,
50108,nan,
49941,nan,
396566,nan,
848527,nan,
49936,nan,
300629,nan,
50187,nan,
1168204,nan,
49918,nan,
50222,nan,
543532,nan,
49922,nan,
49965,nan,
1075905,nan,
54767,nan,
360218,nan,
467588,nan,
507904,nan,
50230,nan,
925535,nan,
323125,nan,
319736,nan,
1176674,nan,
49923,nan,
50221,nan,
212756,nan,
300631,nan,
49957,nan,
49861,nan,
1070229,nan,
49963,nan,
50238,"[' ', '2004/05', ' ']",",, 2004/05,,"
50172,nan,
1070069,nan,
49920,nan,
49870,nan,
233514,nan,
1174937,nan,
50054,nan,
267417,nan,
371185,nan,
49896,nan,
50113,nan,
49857,nan,
49901,nan,
49892,nan,
49854,nan,
1177674,nan,
331808,nan,
49866,nan,
1070225,nan,
360350,nan,
792515,nan,
425252,nan,
1077432,nan,
361171,nan,
359209,nan,
335236,nan,
360222,nan,
843901,nan,
223473,nan,
268740,nan,
49875,nan,
50210,nan,
49894,nan,
49863,nan,
51097,nan,
50398,nan,
427369,nan,
361019,nan,
50378,nan,
50248,nan,
223614,nan,
50264,nan,
50284,nan,
50250,nan,
320525,nan,
858405,nan,
50247,nan,
1082298,nan,
653037,nan,
1171180,nan,
54842,nan,
50242,nan,
50348,nan,
50341,nan,
824537,nan,
50255,nan,
1073684,nan,
50297,nan,
499594,nan,
50246,nan,
50240,nan,
950405,nan,
429180,nan,
50257,nan,
271789,nan,
631334,nan,
50245,nan,
50370,nan,
1174976,nan,
533523,nan,
430581,nan,
369891,nan,
361162,nan,
50241,nan,
926761,nan,
414683,nan,
274384,nan,
415606,nan,
50249,nan,
50380,nan,
50368,nan,
342619,nan,
50288,nan,
623624,nan,
430391,nan,
394871,nan,
50382,nan,
434844,nan,
630371,nan,
50413,nan,
50281,nan,
218430,nan,
429858,nan,
1174243,nan,
978501,nan,
50419,nan,
50262,nan,
543548,nan,
623700,nan,
50351,nan,
470086,nan,
50342,nan,
50266,nan,
379124,nan,
268799,nan,
428365,nan,
50244,['Wisden Cricketer of the Year 1999'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1999
50285,nan,
50682,nan,
416109,nan,
1173858,nan,
839811,nan,
415996,nan,
273489,nan,
50573,nan,
1210288,nan,
362075,nan,
50738,nan,
512246,nan,
50598,nan,
50471,nan,
360457,nan,
428409,nan,
50660,nan,
50421,nan,
323287,nan,
50482,nan,
599361,nan,
50487,nan,
319709,nan,
977975,nan,
50428,nan,
229060,nan,
1070059,nan,
681975,nan,
557489,nan,
973821,nan,
50571,nan,
50422,nan,
1130887,nan,
428136,nan,
54738,nan,
50433,nan,
429738,nan,
50594,nan,
386508,nan,
948309,nan,
50464,nan,
629076,nan,
50426,nan,
1072452,nan,
50440,nan,
332543,nan,
50545,nan,
50527,nan,
50642,nan,
50509,nan,
50735,nan,
222355,nan,
50424,nan,
952341,nan,
924551,nan,
792221,nan,
50495,nan,
50478,nan,
50484,nan,
272623,nan,
50541,nan,
1130492,nan,
54850,nan,
50491,nan,
980417,nan,
50499,nan,
843875,nan,
1160906,nan,
1033279,nan,
50469,nan,
50717,nan,
784381,nan,
237310,nan,
50505,nan,
50710,"['ICC ODI Player of the Year 2011', 'Wisden Cricketer of the Year 2012', 'Wisden Leading Cricketer, 2012, 2015', ""LG People's Choice Award 2011, 2012"", 'ICC Test Cricketer of the Year 2012', 'ICC Cricketer of the Year 2012', 'ICC ODI Cricketer of the Year 2013']","ఐ.సీ.సీ. ఓ.డి.ఐ. ప్లేయర్ ఆఫ్ ది ఇయర్ 2011,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2012,, విస్డెన్ లీడింగ్ క్రికెటర్, 2012, 2015,, ఎల్.జీ. పిప్లెజిల్'స్ చోస్ అవర్డ్ 2011, 2012,, ఐ.సీ.సీ. టెస్ట్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2012,, ఐ.సీ.సీ. క్రికెటర్ ఆఫ్ ది ఇయర్ 2012,, ఐ.సీ.సీ. ఓ.డి.ఐ. క్రికెటర్ ఆఫ్ ది ఇయర్ 2013"
50429,nan,
268747,nan,
50737,nan,
361169,nan,
422092,nan,
361027,nan,
212754,nan,
222359,nan,
50431,nan,
414398,nan,
418770,"['North West Warriors, Ireland']","నోర్త్ వెస్ట్ వారియర్స్, ఐర్లాండ్"
222354,nan,
50432,nan,
54746,nan,
273439,nan,
1135070,nan,
50663,nan,
596314,nan,
385985,nan,
493860,nan,
801817,nan,
50734,nan,
437316,nan,
50754,nan,
50747,nan,
49677,nan,
1138316,nan,
50744,nan,
470103,nan,
337248,nan,
50785,nan,
50745,nan,
301236,nan,
792525,nan,
267838,nan,
681969,nan,
429687,nan,
50778,nan,
955235,nan,
1131128,nan,
50783,nan,
50742,nan,
683367,nan,
50773,nan,
508964,nan,
623633,nan,
1070228,nan,
50796,nan,
50802,nan,
54752,nan,
1128889,nan,
50791,nan,
300633,nan,
1137677,nan,
328026,nan,
1070082,nan,
219804,nan,
342616,nan,
50834,nan,
50804,nan,
50830,nan,
50807,nan,
50832,nan,
50813,nan,
320635,nan,
631721,nan,
50809,nan,
697159,nan,
50822,nan,
370040,nan,
653035,nan,
1070154,nan,
51002,nan,
54836,nan,
429780,nan,
50860,nan,
50879,['Brother of SRdeS Wettimuny and S Wettimuny'],బ్రాతర్ ఆఫ్ ఎస్.ఆర్.డి.ఇ.ఎస్. వెట్టిమ్న్య్ అండ్ ఎస్. వెట్టిమ్న్య్
50994,nan,
50891,nan,
428164,nan,
50897,nan,
50840,['Brother of MdeS Wettimuny and S Wettimuny'],బ్రాతర్ ఆఫ్ ఎం.డి.ఇ.ఎస్. వెట్టిమ్న్య్ అండ్ ఎస్. వెట్టిమ్న్య్
51015,nan,
50846,nan,
50901,nan,
51048,nan,
50837,nan,
50835,nan,
50866,nan,
51019,nan,
342402,nan,
423956,nan,
51040,nan,
50345,nan,
50844,['Wisden Cricketer of the Year 1985'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1985
50883,nan,
625074,nan,
50871,nan,
629085,nan,
50836,nan,
1174977,nan,
442310,nan,
50894,nan,
359200,nan,
301237,nan,
429971,nan,
1130468,nan,
50842,nan,
532422,nan,
50917,nan,
50963,nan,
50958,nan,
506784,nan,
50996,nan,
335242,nan,
714267,nan,
50869,nan,
50838,nan,
792961,nan,
50855,nan,
50922,nan,
543547,nan,
429949,nan,
367339,nan,
823187,nan,
51041,nan,
1131891,nan,
50889,nan,
551220,nan,
1027853,nan,
50877,nan,
723797,nan,
50914,nan,
361584,nan,
1075869,nan,
50858,nan,
1210081,nan,
494308,nan,
227773,nan,
50856,nan,
304731,nan,
50852,nan,
50854,nan,
50874,nan,
1130885,nan,
499592,nan,
1071596,nan,
786245,nan,
50899,nan,
